"amount","creditAccount","currency","debitAccount","id","ref"
"15.0","TEST21","RON","TEST72","1823","PAY"
"2.0","TEST73","RON","TEST18","1824","PAY"
"18.0","CONTADMIN0","RON","TEST88","1825","PAY"
"4.0","TEST75","RON","TEST25","1826","PAY"
"12.0","TEST15","RON","TEST7","1827","PAY"
"12.0","TEST9","RON","TEST29","1828","PAY"
"12.0","TEST81","RON","TEST3","1829","PAY"
"13.0","TEST97","RON","TEST28","1830","PAY"
"1.0","TEST94","RON","TEST28","1831","PAY"
"19.0","TEST77","RON","TEST26","1832","PAY"
"19.0","TEST99","RON","TEST27","1833","PAY"
"14.0","TEST18","RON","TEST79","1834","PAY"
"5.0","TEST89","RON","TEST22","1835","PAY"
"17.0","TEST59","RON","TEST22","1836","PAY"
"10.0","TEST30","RON","TEST53","1837","PAY"
"13.0","TEST85","RON","TEST46","1838","PAY"
"11.0","TEST61","RON","CONTADMIN0","1839","PAY"
"18.0","TEST7","RON","TEST92","1840","PAY"
"4.0","TEST30","RON","TEST29","1841","PAY"
"10.0","TEST34","RON","TEST86","1842","PAY"
"7.0","TEST49","RON","TEST31","1843","PAY"
"20.0","TEST84","RON","TEST64","1844","PAY"
"8.0","TEST38","RON","TEST72","1845","PAY"
"19.0","TEST99","RON","TEST52","1846","PAY"
"8.0","TEST89","RON","TEST2","1847","PAY"
"11.0","TEST65","RON","TEST45","1848","PAY"
"5.0","TEST57","RON","TEST32","1849","PAY"
"2.0","TEST73","RON","TEST22","1850","PAY"
"4.0","TEST23","RON","TEST26","1851","PAY"
"12.0","TEST27","RON","TEST2","1852","PAY"
"17.0","TEST83","RON","TEST89","1853","PAY"
"12.0","TEST79","RON","TEST60","1854","PAY"
"13.0","TEST26","RON","TEST61","1855","PAY"
"14.0","TEST48","RON","TEST29","1856","PAY"
"16.0","TEST17","RON","TEST93","1857","PAY"
"7.0","TEST73","RON","TEST3","1858","PAY"
"10.0","TEST40","RON","TEST3","1859","PAY"
"18.0","TEST65","RON","TEST27","1860","PAY"
"5.0","TEST70","RON","TEST21","1861","PAY"
"19.0","TEST70","RON","TEST20","1862","PAY"
"7.0","TEST12","RON","TEST15","1863","PAY"
"4.0","CONTADMIN","RON","TEST51","1864","PAY"
"13.0","TEST19","RON","TEST22","1865","PAY"
"5.0","TEST48","RON","TEST32","1866","PAY"
"14.0","TEST77","RON","TEST49","1867","PAY"
"11.0","TEST21","RON","TEST64","1868","PAY"
"1.0","TEST45","RON","TEST8","1869","PAY"
"5.0","CONTADMIN0","RON","TEST65","1870","PAY"
"4.0","CONTADMIN0","RON","TEST84","1871","PAY"
"18.0","TEST73","RON","TEST6","1872","PAY"
"16.0","TEST14","RON","TEST68","1873","PAY"
"10.0","TEST68","RON","TEST3","1874","PAY"
"19.0","TEST15","RON","TEST12","1875","PAY"
"10.0","TEST29","RON","TEST18","1876","PAY"
"18.0","TEST2","RON","TEST13","1877","PAY"
"10.0","TEST97","RON","TEST25","1878","PAY"
"10.0","TEST83","RON","TEST20","1879","PAY"
"12.0","TEST7","RON","TEST67","1880","PAY"
"7.0","TEST5","RON","TEST88","1881","PAY"
"4.0","TEST63","RON","TEST79","1882","PAY"
"10.0","TEST82","RON","TEST34","1883","PAY"
"19.0","TEST92","RON","TEST33","1884","PAY"
"19.0","TEST1","RON","TEST88","1885","PAY"
"5.0","TEST10","RON","TEST19","1886","PAY"
"8.0","TEST12","RON","TEST34","1887","PAY"
"3.0","TEST48","RON","TEST18","1888","PAY"
"6.0","TEST81","RON","TEST4","1889","PAY"
"18.0","TEST70","RON","TEST30","1890","PAY"
"18.0","TEST6","RON","TEST53","1891","PAY"
"5.0","TEST82","RON","TEST97","1892","PAY"
"1.0","TEST24","RON","TEST73","1893","PAY"
"11.0","TEST50","RON","TEST1","1894","PAY"
"14.0","TEST92","RON","TEST77","1895","PAY"
"15.0","TEST4","RON","TEST98","1896","PAY"
"17.0","TEST31","RON","TEST75","1897","PAY"
"14.0","TEST25","RON","TEST76","1898","PAY"
"19.0","TEST71","RON","TEST94","1899","PAY"
"12.0","TEST91","RON","TEST43","1900","PAY"
"16.0","TEST59","RON","TEST2","1901","PAY"
"20.0","TEST11","RON","TEST96","1902","PAY"
"6.0","TEST84","RON","TEST96","1903","PAY"
"17.0","TEST1","RON","TEST84","1904","PAY"
"6.0","TEST42","RON","TEST33","1905","PAY"
"1.0","TEST75","RON","CONTADMIN","1906","PAY"
"20.0","TEST52","RON","TEST29","1907","PAY"
"3.0","TEST45","RON","TEST71","1908","PAY"
"16.0","TEST58","RON","TEST12","1909","PAY"
"19.0","TEST67","RON","TEST52","1910","PAY"
"11.0","TEST97","RON","TEST99","1911","PAY"
"18.0","TEST60","RON","TEST9","1912","PAY"
"9.0","TEST97","RON","TEST46","1913","PAY"
"20.0","TEST60","RON","TEST79","1914","PAY"
"6.0","TEST50","RON","TEST9","1915","PAY"
"7.0","TEST62","RON","TEST21","1916","PAY"
"11.0","CONTADMIN0","RON","TEST8","1917","PAY"
"2.0","TEST60","RON","TEST19","1918","PAY"
"3.0","TEST39","RON","TEST19","1919","PAY"
"13.0","TEST35","RON","TEST51","1920","PAY"
"13.0","TEST72","RON","TEST66","1921","PAY"
"5.0","TEST35","RON","TEST8","1922","PAY"
"9.0","TEST20","RON","TEST81","1923","PAY"
"14.0","TEST8","RON","TEST73","1924","PAY"
"4.0","TEST43","RON","TEST79","1925","PAY"
"16.0","TEST83","RON","TEST89","1926","PAY"
"19.0","TEST71","RON","TEST54","1927","PAY"
"16.0","TEST53","RON","TEST49","1928","PAY"
"6.0","TEST88","RON","TEST5","1929","PAY"
"12.0","TEST89","RON","TEST55","1930","PAY"
"15.0","TEST99","RON","TEST76","1931","PAY"
"20.0","TEST40","RON","TEST76","1932","PAY"
"7.0","TEST27","RON","TEST63","1933","PAY"
"20.0","TEST76","RON","TEST62","1934","PAY"
"11.0","TEST22","RON","TEST1","1935","PAY"
"3.0","TEST29","RON","TEST44","1936","PAY"
"15.0","TEST59","RON","TEST91","1937","PAY"
"10.0","CONTADMIN0","RON","TEST47","1938","PAY"
"10.0","TEST93","RON","TEST87","1939","PAY"
"20.0","TEST62","RON","TEST43","1940","PAY"
"8.0","CONTADMIN0","RON","TEST70","1941","PAY"
"4.0","TEST73","RON","TEST54","1942","PAY"
"20.0","TEST95","RON","TEST79","1943","PAY"
"15.0","TEST24","RON","TEST52","1944","PAY"
"3.0","TEST59","RON","TEST60","1945","PAY"
"20.0","TEST3","RON","TEST43","1946","PAY"
"20.0","TEST23","RON","TEST64","1947","PAY"
"8.0","TEST60","RON","TEST99","1948","PAY"
"5.0","TEST40","RON","TEST85","1949","PAY"
"10.0","TEST92","RON","TEST80","1950","PAY"
"15.0","TEST35","RON","TEST97","1951","PAY"
"12.0","TEST99","RON","TEST43","1952","PAY"
"20.0","TEST76","RON","TEST3","1953","PAY"
"4.0","TEST21","RON","TEST26","1954","PAY"
"6.0","TEST97","RON","TEST93","1955","PAY"
"8.0","TEST88","RON","TEST9","1956","PAY"
"17.0","TEST36","RON","TEST21","1957","PAY"
"5.0","TEST93","RON","TEST72","1958","PAY"
"20.0","TEST13","RON","TEST14","1959","PAY"
"15.0","TEST97","RON","TEST63","1960","PAY"
"5.0","TEST12","RON","TEST6","1961","PAY"
"15.0","TEST8","RON","TEST67","1962","PAY"
"12.0","TEST30","RON","TEST6","1963","PAY"
"6.0","TEST19","RON","TEST14","1964","PAY"
"13.0","TEST12","RON","TEST24","1965","PAY"
"2.0","TEST98","RON","CONTADMIN0","1966","PAY"
"18.0","TEST83","RON","TEST1","1967","PAY"
"17.0","TEST94","RON","TEST93","1968","PAY"
"10.0","TEST54","RON","TEST83","1969","PAY"
"5.0","TEST28","RON","TEST36","1970","PAY"
"8.0","TEST24","RON","TEST58","1971","PAY"
"9.0","TEST8","RON","TEST39","1972","PAY"
"5.0","TEST35","RON","TEST5","1973","PAY"
"15.0","TEST27","RON","TEST16","1974","PAY"
"11.0","TEST65","RON","TEST56","1975","PAY"
"12.0","TEST91","RON","TEST42","1976","PAY"
"3.0","TEST50","RON","TEST57","1977","PAY"
"16.0","TEST79","RON","TEST29","1978","PAY"
"20.0","TEST27","RON","TEST30","1979","PAY"
"13.0","TEST49","RON","TEST81","1980","PAY"
"17.0","TEST77","RON","TEST61","1981","PAY"
"7.0","TEST82","RON","TEST25","1982","PAY"
"6.0","TEST99","RON","TEST8","1983","PAY"
"8.0","TEST14","RON","TEST3","1984","PAY"
"20.0","TEST89","RON","TEST53","1985","PAY"
"4.0","TEST53","RON","TEST9","1986","PAY"
"14.0","TEST81","RON","TEST76","1987","PAY"
"4.0","TEST77","RON","TEST61","1988","PAY"
"14.0","TEST87","RON","TEST31","1989","PAY"
"3.0","TEST42","RON","TEST20","1990","PAY"
"11.0","TEST3","RON","TEST89","1991","PAY"
"16.0","CONTADMIN","RON","TEST19","1992","PAY"
"9.0","TEST15","RON","TEST42","1993","PAY"
"19.0","TEST28","RON","TEST21","1994","PAY"
"20.0","TEST91","RON","TEST59","1995","PAY"
"11.0","TEST86","RON","TEST14","1996","PAY"
"12.0","TEST73","RON","TEST22","1997","PAY"
"6.0","TEST55","RON","TEST82","1998","PAY"
"11.0","TEST39","RON","TEST27","1999","PAY"
"5.0","TEST29","RON","TEST77","2000","PAY"
"19.0","TEST88","RON","TEST13","2001","PAY"
"18.0","TEST14","RON","TEST53","2002","PAY"
"7.0","TEST99","RON","TEST28","2003","PAY"
"9.0","TEST78","RON","TEST87","2004","PAY"
"3.0","TEST85","RON","TEST64","2005","PAY"
"13.0","TEST16","RON","TEST90","2006","PAY"
"10.0","TEST14","RON","TEST70","2007","PAY"
"10.0","TEST87","RON","TEST74","2008","PAY"
"3.0","TEST80","RON","TEST58","2009","PAY"
"2.0","TEST36","RON","CONTADMIN0","2010","PAY"
"9.0","TEST89","RON","TEST16","2011","PAY"
"2.0","TEST72","RON","TEST90","2012","PAY"
"7.0","TEST7","RON","TEST94","2013","PAY"
"15.0","TEST75","RON","TEST39","2014","PAY"
"2.0","TEST14","RON","TEST40","2015","PAY"
"18.0","TEST10","RON","TEST60","2016","PAY"
"4.0","TEST34","RON","TEST7","2017","PAY"
"16.0","TEST18","RON","TEST43","2018","PAY"
"5.0","TEST76","RON","CONTADMIN","2019","PAY"
"17.0","TEST83","RON","TEST92","2020","PAY"
"5.0","TEST81","RON","TEST36","2021","PAY"
"13.0","TEST9","RON","TEST33","2022","PAY"
"2.0","TEST33","RON","TEST44","2023","PAY"
"7.0","TEST49","RON","TEST90","2024","PAY"
"18.0","TEST56","RON","TEST73","2025","PAY"
"9.0","TEST68","RON","CONTADMIN","2026","PAY"
"7.0","CONTADMIN0","RON","TEST70","2027","PAY"
"14.0","TEST53","RON","TEST25","2028","PAY"
"6.0","TEST96","RON","TEST88","2029","PAY"
"7.0","TEST30","RON","TEST57","2030","PAY"
"14.0","TEST87","RON","TEST81","2031","PAY"
"20.0","TEST19","RON","TEST47","2032","PAY"
"3.0","TEST61","RON","TEST6","2033","PAY"
"5.0","TEST94","RON","TEST63","2034","PAY"
"10.0","TEST68","RON","TEST30","2035","PAY"
"8.0","TEST71","RON","TEST21","2036","PAY"
"1.0","TEST43","RON","TEST87","2037","PAY"
"5.0","TEST11","RON","TEST24","2038","PAY"
"7.0","TEST62","RON","TEST39","2039","PAY"
"15.0","TEST91","RON","TEST57","2040","PAY"
"7.0","TEST59","RON","TEST8","2041","PAY"
"20.0","TEST2","RON","CONTADMIN","2042","PAY"
"4.0","TEST29","RON","TEST23","2043","PAY"
"8.0","TEST17","RON","TEST38","2044","PAY"
"7.0","TEST51","RON","TEST18","2045","PAY"
"19.0","TEST74","RON","TEST76","2046","PAY"
"13.0","TEST85","RON","TEST32","2047","PAY"
"12.0","TEST13","RON","TEST37","2048","PAY"
"17.0","TEST95","RON","TEST22","2049","PAY"
"12.0","TEST53","RON","TEST56","2050","PAY"
"18.0","TEST10","RON","TEST51","2051","PAY"
"20.0","TEST21","RON","TEST12","2052","PAY"
"16.0","TEST17","RON","TEST76","2053","PAY"
"17.0","TEST18","RON","TEST76","2054","PAY"
"11.0","TEST36","RON","TEST31","2055","PAY"
"8.0","TEST8","RON","TEST53","2056","PAY"
"9.0","TEST91","RON","TEST4","2057","PAY"
"12.0","TEST4","RON","TEST97","2058","PAY"
"10.0","TEST83","RON","TEST84","2059","PAY"
"4.0","TEST78","RON","TEST55","2060","PAY"
"1.0","TEST78","RON","TEST51","2061","PAY"
"19.0","TEST29","RON","TEST52","2062","PAY"
"11.0","TEST14","RON","TEST48","2063","PAY"
"18.0","TEST21","RON","TEST58","2064","PAY"
"1.0","TEST30","RON","TEST4","2065","PAY"
"19.0","TEST59","RON","TEST38","2066","PAY"
"19.0","TEST44","RON","TEST15","2067","PAY"
"12.0","TEST33","RON","TEST66","2068","PAY"
"5.0","TEST56","RON","TEST90","2069","PAY"
"5.0","TEST45","RON","TEST40","2070","PAY"
"16.0","TEST27","RON","TEST2","2071","PAY"
"9.0","TEST58","RON","TEST40","2072","PAY"
"18.0","TEST7","RON","TEST46","2073","PAY"
"17.0","TEST32","RON","TEST58","2074","PAY"
"12.0","TEST89","RON","TEST80","2075","PAY"
"15.0","TEST9","RON","TEST17","2076","PAY"
"17.0","TEST65","RON","TEST53","2077","PAY"
"11.0","TEST51","RON","TEST76","2078","PAY"
"1.0","TEST91","RON","TEST49","2079","PAY"
"19.0","CONTADMIN0","RON","TEST97","2080","PAY"
"10.0","TEST50","RON","TEST70","2081","PAY"
"8.0","TEST33","RON","TEST53","2082","PAY"
"10.0","TEST36","RON","TEST71","2083","PAY"
"4.0","TEST96","RON","TEST13","2084","PAY"
"13.0","TEST90","RON","TEST39","2085","PAY"
"5.0","TEST43","RON","TEST45","2086","PAY"
"1.0","TEST45","RON","TEST50","2087","PAY"
"7.0","TEST61","RON","TEST21","2088","PAY"
"13.0","TEST82","RON","TEST94","2089","PAY"
"8.0","TEST85","RON","TEST55","2090","PAY"
"5.0","TEST15","RON","TEST6","2091","PAY"
"12.0","TEST74","RON","TEST22","2092","PAY"
"19.0","TEST37","RON","TEST62","2093","PAY"
"8.0","TEST81","RON","TEST10","2094","PAY"
"15.0","TEST71","RON","TEST38","2095","PAY"
"19.0","TEST58","RON","TEST38","2096","PAY"
"10.0","TEST62","RON","TEST79","2097","PAY"
"11.0","TEST82","RON","CONTADMIN","2098","PAY"
"4.0","TEST76","RON","TEST9","2099","PAY"
"10.0","TEST54","RON","TEST99","2100","PAY"
"17.0","TEST2","RON","TEST75","2101","PAY"
"3.0","TEST77","RON","TEST70","2102","PAY"
"13.0","TEST39","RON","TEST47","2103","PAY"
"11.0","TEST16","RON","TEST6","2104","PAY"
"20.0","TEST60","RON","TEST57","2105","PAY"
"13.0","TEST71","RON","TEST79","2106","PAY"
"11.0","TEST73","RON","TEST87","2107","PAY"
"10.0","TEST37","RON","TEST46","2108","PAY"
"13.0","TEST5","RON","CONTADMIN","2109","PAY"
"6.0","TEST88","RON","TEST28","2110","PAY"
"5.0","TEST64","RON","TEST68","2111","PAY"
"19.0","TEST13","RON","TEST46","2112","PAY"
"19.0","TEST84","RON","TEST39","2113","PAY"
"17.0","TEST83","RON","TEST91","2114","PAY"
"17.0","TEST90","RON","TEST11","2115","PAY"
"10.0","TEST28","RON","TEST98","2116","PAY"
"2.0","TEST37","RON","TEST42","2117","PAY"
"10.0","TEST49","RON","TEST43","2118","PAY"
"5.0","TEST47","RON","TEST61","2119","PAY"
"12.0","TEST21","RON","TEST99","2120","PAY"
"6.0","TEST19","RON","TEST70","2121","PAY"
"1.0","TEST42","RON","TEST29","2122","PAY"
"12.0","TEST59","RON","TEST20","2123","PAY"
"19.0","TEST57","RON","TEST73","2124","PAY"
"9.0","TEST76","RON","TEST23","2125","PAY"
"11.0","TEST47","RON","TEST91","2126","PAY"
"12.0","TEST29","RON","TEST67","2127","PAY"
"7.0","TEST53","RON","CONTADMIN0","2128","PAY"
"1.0","CONTADMIN0","RON","TEST42","2129","PAY"
"10.0","TEST1","RON","TEST75","2130","PAY"
"1.0","TEST52","RON","TEST15","2131","PAY"
"16.0","TEST80","RON","TEST60","2132","PAY"
"18.0","TEST31","RON","TEST68","2133","PAY"
"4.0","TEST50","RON","TEST28","2134","PAY"
"20.0","TEST16","RON","TEST90","2135","PAY"
"8.0","TEST77","RON","TEST66","2136","PAY"
"10.0","TEST46","RON","TEST16","2137","PAY"
"9.0","TEST14","RON","TEST12","2138","PAY"
"18.0","TEST56","RON","TEST77","2139","PAY"
"13.0","TEST51","RON","TEST45","2140","PAY"
"14.0","TEST37","RON","TEST5","2141","PAY"
"13.0","TEST3","RON","TEST42","2142","PAY"
"1.0","TEST52","RON","TEST73","2143","PAY"
"8.0","TEST97","RON","TEST80","2144","PAY"
"9.0","TEST28","RON","TEST70","2145","PAY"
"18.0","CONTADMIN0","RON","TEST4","2146","PAY"
"2.0","TEST15","RON","TEST19","2147","PAY"
"17.0","TEST19","RON","TEST86","2148","PAY"
"5.0","TEST65","RON","TEST31","2149","PAY"
"8.0","TEST48","RON","TEST72","2150","PAY"
"13.0","TEST85","RON","TEST41","2151","PAY"
"7.0","TEST11","RON","TEST22","2152","PAY"
"17.0","TEST58","RON","TEST89","2153","PAY"
"4.0","TEST51","RON","TEST45","2154","PAY"
"14.0","TEST72","RON","TEST1","2155","PAY"
"5.0","TEST54","RON","TEST12","2156","PAY"
"19.0","TEST5","RON","TEST23","2157","PAY"
"11.0","TEST6","RON","TEST73","2158","PAY"
"12.0","TEST22","RON","TEST52","2159","PAY"
"11.0","TEST56","RON","TEST88","2160","PAY"
"14.0","TEST12","RON","TEST33","2161","PAY"
"15.0","TEST19","RON","TEST70","2162","PAY"
"7.0","TEST5","RON","TEST59","2163","PAY"
"2.0","TEST22","RON","TEST35","2164","PAY"
"20.0","TEST88","RON","TEST14","2165","PAY"
"20.0","TEST72","RON","TEST38","2166","PAY"
"10.0","TEST85","RON","TEST37","2167","PAY"
"14.0","TEST87","RON","TEST59","2168","PAY"
"11.0","TEST29","RON","TEST31","2169","PAY"
"4.0","TEST71","RON","TEST90","2170","PAY"
"4.0","TEST54","RON","TEST7","2171","PAY"
"14.0","TEST62","RON","TEST8","2172","PAY"
"2.0","TEST1","RON","TEST50","2173","PAY"
"9.0","TEST95","RON","TEST91","2174","PAY"
"6.0","TEST15","RON","TEST52","2175","PAY"
"11.0","TEST45","RON","TEST14","2176","PAY"
"11.0","TEST19","RON","TEST36","2177","PAY"
"3.0","TEST53","RON","TEST57","2178","PAY"
"10.0","TEST26","RON","TEST62","2179","PAY"
"18.0","TEST6","RON","TEST35","2180","PAY"
"7.0","CONTADMIN0","RON","TEST88","2181","PAY"
"19.0","TEST82","RON","TEST38","2182","PAY"
"18.0","TEST33","RON","TEST90","2183","PAY"
"16.0","TEST71","RON","TEST8","2184","PAY"
"18.0","TEST13","RON","TEST2","2185","PAY"
"16.0","TEST18","RON","TEST63","2186","PAY"
"20.0","TEST4","RON","TEST44","2187","PAY"
"13.0","TEST35","RON","TEST60","2188","PAY"
"17.0","TEST38","RON","TEST87","2189","PAY"
"14.0","TEST67","RON","TEST17","2190","PAY"
"2.0","TEST48","RON","TEST51","2191","PAY"
"1.0","TEST35","RON","TEST81","2192","PAY"
"18.0","TEST71","RON","TEST58","2193","PAY"
"6.0","TEST76","RON","TEST95","2194","PAY"
"18.0","TEST19","RON","TEST77","2195","PAY"
"7.0","TEST60","RON","TEST88","2196","PAY"
"11.0","TEST24","RON","TEST32","2197","PAY"
"10.0","TEST91","RON","TEST76","2198","PAY"
"12.0","CONTADMIN","RON","TEST53","2199","PAY"
"11.0","TEST51","RON","TEST86","2200","PAY"
"4.0","TEST8","RON","TEST91","2201","PAY"
"18.0","TEST83","RON","TEST79","2202","PAY"
"3.0","TEST42","RON","TEST4","2203","PAY"
"2.0","TEST73","RON","TEST38","2204","PAY"
"15.0","TEST60","RON","TEST55","2205","PAY"
"7.0","TEST41","RON","TEST23","2206","PAY"
"2.0","TEST32","RON","TEST53","2207","PAY"
"2.0","TEST78","RON","TEST67","2208","PAY"
"13.0","TEST66","RON","TEST85","2209","PAY"
"1.0","TEST3","RON","TEST30","2210","PAY"
"13.0","TEST76","RON","TEST22","2211","PAY"
"5.0","TEST57","RON","TEST79","2212","PAY"
"20.0","TEST41","RON","TEST23","2213","PAY"
"10.0","TEST48","RON","TEST18","2214","PAY"
"13.0","TEST50","RON","TEST81","2215","PAY"
"16.0","TEST84","RON","TEST40","2216","PAY"
"16.0","TEST88","RON","TEST40","2217","PAY"
"9.0","TEST59","RON","TEST20","2218","PAY"
"5.0","TEST5","RON","TEST80","2219","PAY"
"7.0","TEST36","RON","TEST83","2220","PAY"
"3.0","TEST41","RON","TEST30","2221","PAY"
"14.0","TEST53","RON","TEST20","2222","PAY"
"2.0","TEST7","RON","TEST43","2223","PAY"
"2.0","TEST66","RON","TEST23","2224","PAY"
"12.0","TEST74","RON","TEST46","2225","PAY"
"15.0","TEST67","RON","TEST42","2226","PAY"
"14.0","TEST79","RON","TEST62","2227","PAY"
"12.0","TEST91","RON","TEST97","2228","PAY"
"19.0","TEST44","RON","TEST65","2229","PAY"
"12.0","TEST33","RON","TEST63","2230","PAY"
"1.0","TEST74","RON","TEST95","2231","PAY"
"1.0","TEST88","RON","TEST32","2232","PAY"
"4.0","TEST28","RON","TEST40","2233","PAY"
"19.0","TEST79","RON","TEST69","2234","PAY"
"16.0","TEST48","RON","TEST59","2235","PAY"
"11.0","TEST60","RON","TEST19","2236","PAY"
"10.0","TEST76","RON","TEST48","2237","PAY"
"6.0","TEST71","RON","TEST70","2238","PAY"
"11.0","TEST27","RON","TEST47","2239","PAY"
"2.0","TEST97","RON","TEST22","2240","PAY"
"8.0","TEST54","RON","TEST94","2241","PAY"
"15.0","TEST81","RON","TEST47","2242","PAY"
"14.0","TEST88","RON","TEST43","2243","PAY"
"17.0","TEST39","RON","TEST49","2244","PAY"
"4.0","TEST78","RON","TEST90","2245","PAY"
"19.0","TEST6","RON","TEST29","2246","PAY"
"1.0","TEST8","RON","TEST32","2247","PAY"
"9.0","TEST18","RON","TEST65","2248","PAY"
"15.0","TEST45","RON","TEST4","2249","PAY"
"16.0","TEST38","RON","TEST14","2250","PAY"
"2.0","TEST98","RON","TEST4","2251","PAY"
"16.0","TEST51","RON","TEST20","2252","PAY"
"17.0","TEST25","RON","TEST62","2253","PAY"
"16.0","TEST10","RON","TEST45","2254","PAY"
"4.0","TEST34","RON","TEST46","2255","PAY"
"2.0","TEST30","RON","TEST40","2256","PAY"
"17.0","TEST30","RON","TEST2","2257","PAY"
"14.0","TEST81","RON","TEST42","2258","PAY"
"10.0","TEST61","RON","TEST28","2259","PAY"
"12.0","TEST99","RON","TEST90","2260","PAY"
"8.0","TEST7","RON","TEST1","2261","PAY"
"8.0","TEST78","RON","TEST42","2262","PAY"
"8.0","TEST73","RON","TEST43","2263","PAY"
"15.0","TEST5","RON","TEST49","2264","PAY"
"7.0","TEST6","RON","TEST21","2265","PAY"
"16.0","CONTADMIN0","RON","TEST92","2266","PAY"
"18.0","TEST41","RON","TEST80","2267","PAY"
"5.0","TEST10","RON","TEST82","2268","PAY"
"16.0","TEST37","RON","TEST96","2269","PAY"
"8.0","TEST73","RON","TEST2","2270","PAY"
"20.0","TEST77","RON","TEST13","2271","PAY"
"4.0","TEST34","RON","TEST42","2272","PAY"
"4.0","TEST32","RON","TEST47","2273","PAY"
"13.0","TEST27","RON","TEST76","2274","PAY"
"14.0","TEST76","RON","TEST79","2275","PAY"
"10.0","TEST90","RON","TEST66","2276","PAY"
"15.0","TEST70","RON","TEST28","2277","PAY"
"20.0","TEST26","RON","TEST80","2278","PAY"
"10.0","TEST33","RON","TEST99","2279","PAY"
"20.0","TEST55","RON","TEST58","2280","PAY"
"19.0","TEST66","RON","TEST2","2281","PAY"
"4.0","TEST69","RON","TEST53","2282","PAY"
"15.0","TEST85","RON","TEST62","2283","PAY"
"4.0","TEST8","RON","TEST9","2284","PAY"
"14.0","TEST7","RON","TEST19","2285","PAY"
"4.0","TEST91","RON","TEST24","2286","PAY"
"13.0","TEST39","RON","TEST46","2287","PAY"
"10.0","TEST75","RON","TEST19","2288","PAY"
"12.0","TEST30","RON","TEST46","2289","PAY"
"4.0","TEST14","RON","TEST92","2290","PAY"
"15.0","TEST78","RON","TEST10","2291","PAY"
"12.0","TEST51","RON","TEST17","2292","PAY"
"18.0","TEST89","RON","TEST50","2293","PAY"
"7.0","TEST6","RON","TEST50","2294","PAY"
"8.0","TEST55","RON","TEST58","2295","PAY"
"13.0","TEST24","RON","TEST75","2296","PAY"
"10.0","TEST91","RON","TEST25","2297","PAY"
"12.0","CONTADMIN","RON","TEST57","2298","PAY"
"18.0","TEST47","RON","TEST86","2299","PAY"
"4.0","TEST63","RON","TEST73","2300","PAY"
"3.0","TEST1","RON","TEST95","2301","PAY"
"19.0","TEST38","RON","TEST85","2302","PAY"
"1.0","TEST31","RON","TEST95","2303","PAY"
"18.0","TEST16","RON","TEST47","2304","PAY"
"16.0","TEST35","RON","TEST86","2305","PAY"
"20.0","TEST30","RON","TEST3","2306","PAY"
"1.0","TEST58","RON","TEST39","2307","PAY"
"5.0","TEST43","RON","TEST70","2308","PAY"
"20.0","TEST44","RON","TEST20","2309","PAY"
"9.0","TEST56","RON","TEST70","2310","PAY"
"8.0","TEST71","RON","TEST16","2311","PAY"
"13.0","TEST3","RON","TEST60","2312","PAY"
"13.0","TEST50","RON","TEST82","2313","PAY"
"5.0","TEST28","RON","TEST82","2314","PAY"
"3.0","TEST44","RON","TEST15","2315","PAY"
"2.0","TEST22","RON","TEST33","2316","PAY"
"8.0","TEST79","RON","TEST40","2317","PAY"
"1.0","TEST18","RON","TEST32","2318","PAY"
"11.0","TEST62","RON","TEST28","2319","PAY"
"12.0","TEST29","RON","TEST59","2320","PAY"
"9.0","TEST95","RON","TEST12","2321","PAY"
"12.0","TEST54","RON","TEST94","2322","PAY"
"4.0","TEST68","RON","TEST70","2323","PAY"
"19.0","TEST60","RON","TEST37","2324","PAY"
"13.0","TEST93","RON","TEST21","2325","PAY"
"20.0","TEST63","RON","TEST5","2326","PAY"
"18.0","TEST24","RON","TEST5","2327","PAY"
"14.0","TEST42","RON","TEST49","2328","PAY"
"4.0","TEST51","RON","TEST69","2329","PAY"
"7.0","TEST28","RON","TEST21","2330","PAY"
"20.0","TEST40","RON","TEST65","2331","PAY"
"14.0","TEST1","RON","TEST42","2332","PAY"
"8.0","TEST63","RON","TEST11","2333","PAY"
"17.0","TEST56","RON","TEST39","2334","PAY"
"2.0","TEST13","RON","TEST50","2335","PAY"
"17.0","TEST80","RON","TEST26","2336","PAY"
"16.0","TEST10","RON","TEST36","2337","PAY"
"6.0","TEST60","RON","TEST63","2338","PAY"
"10.0","TEST95","RON","TEST96","2339","PAY"
"2.0","TEST24","RON","TEST6","2340","PAY"
"1.0","TEST31","RON","TEST54","2341","PAY"
"12.0","TEST90","RON","TEST8","2342","PAY"
"7.0","TEST88","RON","CONTADMIN0","2343","PAY"
"5.0","TEST12","RON","TEST59","2344","PAY"
"5.0","TEST10","RON","TEST63","2345","PAY"
"15.0","TEST61","RON","TEST7","2346","PAY"
"11.0","TEST39","RON","TEST18","2347","PAY"
"18.0","TEST38","RON","TEST32","2348","PAY"
"9.0","TEST33","RON","TEST99","2349","PAY"
"13.0","TEST97","RON","TEST9","2350","PAY"
"12.0","TEST30","RON","TEST90","2351","PAY"
"6.0","TEST41","RON","TEST1","2352","PAY"
"1.0","TEST76","RON","TEST83","2353","PAY"
"7.0","TEST72","RON","TEST16","2354","PAY"
"2.0","TEST15","RON","TEST54","2355","PAY"
